"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GRMZM5G800980",4.93072862934789,1.01526808644584,1.10974227298146,0.914868353818947,0.360260745297424,0.472539437750841
"GRMZM5G804358",90.2554800430038,0.854864481442187,0.33287513190946,2.56812359799441,0.0102250690901208,0.0232652430771371
"GRMZM5G804708",7.37956258385928,-0.285270932763154,0.725150239100363,-0.393395626700844,0.694027299217347,0.776755166592112
"GRMZM5G806435",3.7993842252242,-4.86894220535795,1.54563083088502,-3.15013268890995,0.00163196324640087,0.00456134326914689
"GRMZM5G809869",3.28925670194618,1.67653436739659,1.1717021372363,1.43085372477944,0.152472141828439,0.23639174338327
"GRMZM5G811749",8.64073114931481,1.54155777096859,0.758542886224364,2.03226185224895,0.0421271541900903,0.0798691250817888
"GRMZM5G816453",3.33926711427114,1.82865768244747,1.45358346693956,1.25803417831768,0.208379395863304,0.304506999947759
"GRMZM5G827309",39.0459859902365,0.0408752687255661,0.415853529140673,0.0982924656429667,0.921700060757951,0.947131911313346
"GRMZM5G830210",15.7785617396149,1.00805467266452,0.692337349560949,1.45601659841663,0.145388031189411,0.227327803553238
"GRMZM5G834128",16.5631345669201,0.950498387638426,0.653768182764874,1.45387679103416,0.145980468471246,0.228080027838547
"GRMZM5G834666",39.2035997646815,1.31892830689428,0.352970660388825,3.73665138468273,0.000186487192243334,0.000637128682968374
"GRMZM5G836994",7.55643702825043,0.247065932577992,0.903479096578271,0.273460596391992,0.784499177877223,0.846763036421349
"GRMZM5G838396",8.79002881988125,0.210133686638462,1.06845402103804,0.196670780867397,0.844085176978871,0.890714912126233
"GRMZM5G845024",440.806192814141,-0.119630265219792,0.181243256469941,-0.660053607233839,0.509219428709335,0.616677048738956
"GRMZM5G845244",5.09498994347593,0.0108034051053605,0.94820971625081,0.0113934764854307,0.990909517693394,0.993858097749056
"GRMZM5G851769",67.0268116132315,1.50024548977918,0.444577450085481,3.374542477336,0.000739385041026389,0.00223553365191901
"GRMZM5G853305",5.47270240569378,0.616811070758665,0.930429850963857,0.662931300107895,0.507374554293513,0.61489599978806
"GRMZM5G856777",34.1626005868921,-0.928080684232859,1.09241876875865,-0.849564938624651,0.395567011941093,0.508149370145014
"GRMZM5G862955",486.32942903927,1.53207119770622,0.176690462312009,8.67093321087594,4.28593066676975e-18,6.93773627931579e-17
"GRMZM5G867512",99.6666869661713,0.977308161466977,0.345680868803612,2.82719771229864,0.00469573259516549,0.0117011012113108
"GRMZM5G876913",37.7348234763629,0.467327006683474,0.41268157332361,1.13241549148843,0.257459794961185,0.36067126579474
"GRMZM5G881135",37.3740594011441,0.372886051839758,0.425752889463688,0.875827413196126,0.381123864896323,0.493792640441318
"GRMZM5G884538",137.355670847732,-0.287731972215177,0.30046645464267,-0.957617623429419,0.338255609139961,0.449320081820756
"GRMZM5G884912",129.940709058424,0.773979766889991,0.251839719413751,3.07330300673663,0.00211703409068988,0.00574407823180051
"GRMZM5G889036",28.5355475488746,1.29031052633543,0.479184888033198,2.69271957141944,0.00708718517557794,0.0168317487384311
"GRMZM5G889790",4.02638825618184,1.36553115230548,1.39337803436894,0.980014840641531,0.327078793086304,0.43706800332725
"GRMZM5G890451",40.9613134401152,0.26743934752888,0.352393293646957,0.758922920357312,0.447898667099354,0.559883846940269
"GRMZM5G890747",4.19642509021168,1.27190687795347,1.55514145442364,0.81787214554374,0.413430196915604,0.525631172816497
"GRMZM5G898647",27.3850590388194,0.453937440130255,0.546947852987112,0.829946470492775,0.4065690493211,0.519039248505238
"GRMZM5G899366",6.37450396503168,0.966300408272849,1.21367875881111,0.796174771336865,0.425930459173647,0.537851579972299
"Zm00001d000482",12.5018694886847,-0.0847297990764506,0.698744393104034,-0.12126007723662,0.903485040368921,0.93367484204384
"Zm00001d000500",4.73728794618603,0.758844191868763,1.04572432188956,0.725663710773769,0.468044953586344,0.57911347168334
"Zm00001d000501",73.6584731438555,-0.18081415227468,0.257449849155369,-0.702327668351281,0.482474842180736,0.592671499635034
"Zm00001d000502",51.3817379118548,-0.812093356278231,0.449655979487954,-1.80603259674875,0.0709132480606367,0.124408879256729
"Zm00001d000506",112.774808703815,2.11456822248194,0.328984743258613,6.42755710048137,1.29670893798731e-10,1.07532748678686e-09
"Zm00001d000508",4722.2652526136,-0.284496033226896,0.0876696381156629,-3.24509190800535,0.00117412721600416,0.00339096090105844
"Zm00001d000509",6.61586803714648,-0.415443934910553,0.960435960571655,-0.43255766335871,0.665336152037437,0.753161612255725
"Zm00001d000511",2.94538930216816,1.09551660319042,1.36401178589805,0.80315772526052,0.421883576453604,0.533880613715738
"Zm00001d000512",1.88552175272749,0.927465603136741,1.72869124202039,0.536513161281927,0.591603942338384,0.690374922625888
"Zm00001d000514",21.773644470658,0.820813909248762,0.511664356648485,1.60420380779556,0.108669135681907,0.178531696997644
"Zm00001d000522",1311.84117337098,-0.117971287843952,0.0750485795255392,-1.57193232156787,0.115966247710729,0.188369989876246
"Zm00001d000523",389.46584076985,-0.325779870516567,0.180206444168043,-1.80781476500794,0.0706353349875776,0.124011188768327
"Zm00001d000526",1968.77885109809,0.228666427154859,0.0959796297899922,2.38244748031631,0.017197984968586,0.0367210282851021
"Zm00001d000529",3.20684914838847,-0.600359753498741,1.74340176658031,-0.344361101960078,0.730574738104308,0.80575844753232
"Zm00001d000531",5.89076310433961,2.76047590638169,1.34048570307922,2.05931021870701,0.039464530191334,0.0754593973922057
"Zm00001d000542",3.38351089083629,0.761277790313152,1.34243736879743,0.567086262650089,0.570655575655291,0.672185113180089
"Zm00001d000545",162.211871889582,1.44064996595035,0.23177725071907,6.21566595289594,5.11074263812690e-10,3.95262430926642e-09
"Zm00001d000548",15.6272324904518,0.687991608083475,0.654184652606929,1.05167800152728,0.292947307188529,0.400562513844879
"Zm00001d000550",122.431419960229,1.45369289382335,0.202374868395588,7.18316906317524,6.81137851385598e-13,7.20021385736233e-12
"Zm00001d000556",53.4466994856246,-2.98586696033873,0.472977544575625,-6.31291484042393,2.73828197056717e-10,2.18242958133082e-09
"Zm00001d000561",386.082466315009,0.49169337711334,0.164352584173948,2.99169848520874,0.0027743012309033,0.00730703196602306
"Zm00001d000566",12.8616712355842,0.604306742491242,0.659719521848773,0.916005548536377,0.359663984733578,0.471965926743826
"Zm00001d000568",9.48349509587984,1.59208989570237,0.747997865286242,2.12846850183605,0.0332982588200521,0.0651194209650666
"Zm00001d000572",4.11295260120379,0.381245138753585,1.52902007324193,0.249339524984288,0.803098160029167,0.860940368181354
"Zm00001d000574",3.10174584408942,0.945551164276767,1.73015760046512,0.546511580229786,0.584714329753218,0.684320779502915
"Zm00001d000580",3.08356664148851,-0.233450124401292,1.72535163112171,-0.135305824152215,0.892370080419362,0.926575570341461
"Zm00001d000596",109.678167174952,0.374482765226278,0.250811717978259,1.49308321096361,0.135415406704612,0.214301762137788
"Zm00001d000603",59.3606866645894,-0.884465276485193,0.302390612178894,-2.92490983801423,0.00344556036937686,0.00889207031554246
"Zm00001d000618",10.9095707952666,-2.50740270344061,0.982404702380765,-2.5523113818207,0.0107010833500239,0.0242056105542334
"Zm00001d000619",20.5840701586864,0.226694738524931,0.535009800313872,0.423720721362369,0.671769501373737,0.758528443319942
"Zm00001d000626",7.25828822477442,-1.29140683054952,1.09159625802081,-1.18304439123947,0.236791554786152,0.33766858677479
"Zm00001d000633",4.00939718148961,0.197060918472422,1.02735646578542,0.191813576918278,0.847888235597593,0.893594868103091
"Zm00001d000636",19.3014491475288,-1.85686072947717,0.588356513497113,-3.15601287124406,0.00159941802333309,0.00447730893333882
"Zm00001d000640",70.8083922198924,3.85599882987009,0.382735458356211,10.0748408481174,7.13762545687386e-24,1.64412362167506e-22
