"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Sobic.001G000400",3503.16727514521,0.712836355617031,0.0390157844841169,18.2704606620744,1.42244885939207e-74,5.21297455230727e-73
"Sobic.001G000700",323.151581754655,0.380956633557091,0.0967363070110483,3.93809362097709,8.2131550487275e-05,0.000276652783099893
"Sobic.001G000800",1625.93430196754,-0.465579734112096,0.0459236284894909,-10.1381304009686,3.74192401767706e-24,4.53070558119856e-23
"Sobic.001G001300",44.9150825249065,0.751468170886902,0.249054919084009,3.01727897465628,0.00255054964827907,0.00660745737238366
"Sobic.001G001900",469.075676871624,0.346992359645913,0.0772067259274425,4.4943281233297,6.97899458715516e-06,2.72417400476714e-05
"Sobic.001G002050",562.265771392002,0.704612606120791,0.0811846747248503,8.67913320474403,3.98796413196886e-18,3.75694521049348e-17
"Sobic.001G002100",57.3427164691283,0.819915597137494,0.231744406041238,3.53801677953595,0.000403144438383004,0.00121691627456215
"Sobic.001G002400",13.213465316817,-1.5232597104631,0.527980938091184,-2.88506572977836,0.00391331947973886,0.0097551803854
"Sobic.001G002500",45.4096592658298,0.670225439179581,0.270300660699002,2.47955531239313,0.0131546325447458,0.0292100647562968
"Sobic.001G002600",299.833147464016,0.245369884419459,0.0978477431570997,2.50767035091964,0.0121529985806785,0.0272275721602595
"Sobic.001G002800",3144.28978906011,0.616487750637722,0.0431544384384758,14.2856163339174,2.69018854418375e-46,5.98279537774883e-45
"Sobic.001G002900",3.46812375544232,3.52516311947791,1.4231620154738,2.47699354054521,0.0132494299855418,0.0293929719689486
"Sobic.001G003000",574.625512030221,0.168194328343704,0.0721892575875555,2.32990799413205,0.0198110144230552,0.0417834639935071
"Sobic.001G003100",1844.6820771186,-0.188877768945276,0.0434612749789773,-4.34588651705772,1.38714275644837e-05,5.22031701998849e-05
"Sobic.001G003200",97.9921802075671,0.621392252935638,0.166265280222093,3.73735425763935,0.000185966819530661,0.000592997137768113
"Sobic.001G003500",559.347043730164,-0.285873788633906,0.0731171757404278,-3.90980348651297,9.23712367825302e-05,0.000309251104102089
"Sobic.001G003600",11.1317631126505,2.87074581226432,0.581004359075716,4.94100563519216,7.7720661859092e-07,3.38232417055289e-06
"Sobic.001G003700",197.431260933263,-0.553778420146759,0.129667889805441,-4.2707444455036,1.94821550707475e-05,7.17720055133582e-05
"Sobic.001G004000",150.831067148931,-0.472065973147462,0.14943524787046,-3.15900016813087,0.00158311399070136,0.0042828681678155
"Sobic.001G004100",669.414551775623,-0.625423386541468,0.0731765984235289,-8.54676768277292,1.26583631605022e-17,1.16344263311998e-16
"Sobic.001G004300",101.456916063027,0.452473760153113,0.194157633972036,2.33044537521653,0.0197826239251866,0.0417288766420286
"Sobic.001G004400",1861.24405086169,0.176366060465419,0.0446108507167242,3.95343414509917,7.70374738085376e-05,0.000260699059500344
"Sobic.001G004500",46.9764391919339,0.730566604821038,0.238906403288068,3.05796158983707,0.00222848138082014,0.00583997235662605
"Sobic.001G004800",84.5324129298865,-1.26276461789882,0.199153275996047,-6.34066706451709,2.28772443623447e-10,1.35287704160956e-09
"Sobic.001G005000",221.84955322267,-0.661590939350426,0.121614631337665,-5.44006039465358,5.32625120150631e-08,2.62379886904949e-07
"Sobic.001G005200",33.2499931769645,0.903708165233538,0.28277112502421,3.19589974102259,0.00139395540249332,0.00381275302984088
"Sobic.001G005500",157.990702682402,-0.985043299522914,0.142658683428335,-6.90489548796205,5.02404015996029e-12,3.32719585039875e-11
"Sobic.001G005600",1858.80710353215,-0.14059801825029,0.0464822856121051,-3.02476559400674,0.00248825893037969,0.00646152668348099
"Sobic.001G005700",33.14903228246,1.95208985460664,0.3204151045706,6.0923777523619,1.1124579183561e-09,6.26133572044683e-09
"Sobic.001G005900",1160.68886773705,0.233673011133218,0.0592387531419006,3.94459705411891,7.99342749128921e-05,0.000269660292134507
"Sobic.001G006000",124.950821496293,-0.469439210386387,0.149664474940964,-3.13661081276342,0.00170912835773972,0.00459226764440186
"Sobic.001G006201",243.440739028,0.447657610594917,0.120921256101664,3.70205888548289,0.000213856965829024,0.000675146596805533
"Sobic.001G006400",1119.73831923247,-0.377636572511776,0.0562763029542073,-6.71040122907618,1.9408998650303e-11,1.23598175448087e-10
"Sobic.001G006700",1726.10804362829,0.323668639542708,0.0472316696952245,6.85278842842674,7.2424162578821e-12,4.75757816284e-11
"Sobic.001G007000",1090.08049278421,0.215506447985807,0.0579162432029305,3.72100184797384,0.00019843398611994,0.00062943463596743
"Sobic.001G007100",252.672046908826,0.305856894083721,0.10838922414462,2.82183857756586,0.00477492048909426,0.0116792095437331
"Sobic.001G007200",1834.41094867749,-0.108882839664672,0.0442769297054215,-2.45913256382229,0.0139273180967126,0.0306975790348398
"Sobic.001G007400",343.836615204199,-0.276844919814991,0.0949102524710658,-2.91691268969483,0.00353514714439724,0.0088848187672381
"Sobic.001G007600",2601.72139804589,0.39595510720652,0.0402272685285377,9.8429528449247,7.35206866045947e-23,8.46838541589887e-22
"Sobic.001G007700",117.433972372307,1.57099728392432,0.156633053089316,10.0297941777876,1.12751390138548e-23,1.34392632680028e-22
"Sobic.001G007900",218.608260214512,-0.258940454652429,0.111818741993752,-2.31571604218993,0.0205737779183574,0.0432031072097215
"Sobic.001G008500",633.703408022404,-0.380689682765881,0.0719122484139127,-5.29380865099234,1.19794781964947e-07,5.69742318904754e-07
"Sobic.001G008700",214.654496212935,-0.293173444412786,0.121777939008056,-2.40744298023792,0.0160646706100644,0.0348161526964747
