"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GRMZM5G845244",15.1132925028685,-1.54953942680718,0.46769719500835,-3.31312533695978,0.000922596249359682,0.00558913927421605
"Zm00001d000534",6.12337636238119,4.64032442430506,1.18830832624773,3.90498351463851,9.42318085571886e-05,0.000758966237365602
"Zm00001d000986",359.613428929062,1.26702842343114,0.100941832110205,12.5520648569944,3.87277537883841e-36,5.4987061567409e-34
"Zm00001d001139",6.08127836790647,2.31193363068726,0.841323823277154,2.74797119340058,0.00599652772705425,0.0267435255633454
"Zm00001d001398",23.6293036689992,-1.75954237412144,0.406302988843842,-4.33061636865708,1.48692540335761e-05,0.000144753775779096
"Zm00001d001633",6.27318313037137,2.96580997029194,1.02240994435512,2.90080313348539,0.00372207637155211,0.0180127976088729
"Zm00001d001791",57.0401298095596,1.19439541518908,0.254628818556261,4.69073148106827,2.72230045938755e-06,3.14371257050074e-05
"Zm00001d001906",10.510916975217,1.49616574841132,0.575179164191072,2.60121687564172,0.00928937072669845,0.0383424494983012
"Zm00001d001916",37.9722893965842,1.01605398928809,0.299094373910261,3.39710164388763,0.000681036651228523,0.00430544411408047
"Zm00001d002121",43.5751870218712,1.32571409095865,0.300623396597094,4.40988328242268,1.03426348862289e-05,0.000104687449259403
"Zm00001d002144",9.84999339007606,1.67174168877157,0.57607348544416,2.90195909204645,0.00370836962608707,0.0179732452890543
"Zm00001d002333",110.540731019871,1.44339056212731,0.175357777558751,8.23111801610127,1.8547412436227e-16,8.46955039245144e-15
"Zm00001d002422",200.010814841101,1.07111952761923,0.132568725323092,8.0797301551232,6.49102449034773e-16,2.83455948458328e-14
"Zm00001d002514",42.0188257173017,1.00996047530288,0.322093715894101,3.13561061723707,0.00171496738719279,0.0094386777423068
"Zm00001d002590",88.6147949914812,1.1804295040676,0.23029840077765,5.1256521976776,2.9650952728548e-07,4.13759776984889e-06
"Zm00001d002679",24.9115808245023,-1.21848924044451,0.354485455417279,-3.4373462206233,0.00058744418655857,0.00380068782354366
"Zm00001d002698",36.6997070506448,-1.88228843375283,0.335221381026452,-5.61506079352469,1.96493148652205e-08,3.36551185328296e-07
"Zm00001d002890",31.9156417819727,1.03373598608535,0.330162692023034,3.13098969405433,0.0017421827424875,0.00957474925507068
"Zm00001d003052",59.3210778324848,1.07280906468727,0.325156053105682,3.29936673311319,0.000969032257577696,0.00582428062656518
"Zm00001d003068",823.46122309869,1.34267346153769,0.0919413176314618,14.6035916835527,2.6643105237387e-48,5.96782589123299e-46
"Zm00001d003070",17.5304330854238,-1.2131556238257,0.459000791655322,-2.64303601623566,0.00821662945769545,0.0347764592277734
"Zm00001d003188",29.1419912865191,-1.25267962357827,0.34504977841611,-3.63043161287763,0.000282947668716248,0.00201089422217021
"Zm00001d003248",823.12405738582,1.11233728030863,0.0708614991238463,15.6973433255282,1.57709662891757e-55,4.50304414386431e-53
"Zm00001d003301",100.306689723775,-1.12305279565176,0.186972117287938,-6.00652552873566,1.89541143577178e-09,3.82067302836759e-08
"Zm00001d003319",126.192583581805,1.37240471505825,0.19442658193007,7.05872983742454,1.68031393882334e-12,5.07669733400545e-11
"Zm00001d003451",33.2400237759993,1.00235312506335,0.293262839711721,3.41793432147306,0.000630983313529367,0.00403546844881215
