"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GRMZM5G800096",11.696483887845,-0.587710719322813,0.717968287768427,-0.818574760661815,0.413029071920237,0.621608449586764
"GRMZM5G800780",12.2912174743687,-1.36161683997575,0.799729509569774,-1.70259672011885,0.0886435643036389,0.222653055811017
"GRMZM5G800980",98.1833818165668,-0.347205678547179,0.30606367708582,-1.13442301240412,0.256617150630992,0.462919429905449
"GRMZM5G801958",17.6666612781533,-0.505180386145253,0.594215980561798,-0.85016290822006,0.395234520470335,0.605700845627748
"GRMZM5G804358",9.38185830533918,0.882263688003611,0.783606778169598,1.12590104192879,0.260207408296613,0.46736962283276
"GRMZM5G804708",143.936067424837,-0.769157950227944,0.230656367045014,-3.33464868142069,0.000854072281650433,0.00550321488122947
"GRMZM5G804776",11.9141529967944,-0.894931108988939,0.712133386451356,-1.2566902858585,0.208865807036753,0.405125254486392
"GRMZM5G807592",15.4412441132811,-0.324948135388826,0.611337973701594,-0.531535990511591,0.595047407906635,0.764431470803685
"GRMZM5G808402",7.42805757913254,-0.265620489478476,0.908128866876473,-0.29249206711387,0.769910424359048,0.877560014658267
"GRMZM5G808939",30.0934749879685,-0.269220843274385,0.564540272712761,-0.476885097994355,0.633443944050115,0.791070703919588
"GRMZM5G809869",6.25614245314933,-0.954797404831741,0.985128062133406,-0.969211457405871,0.332439695684393,0.544522007884894
"GRMZM5G811749",71.0353624610912,-0.461515435721425,0.330779419312212,-1.39523624740938,0.162944609784944,0.342194007518608
"GRMZM5G815453",195.044901955255,-0.931891313723979,0.196643850320238,-4.73898020307463,2.14796486149722e-06,2.86269457550193e-05
"GRMZM5G815606",9.03172705955317,-2.1121760574357,0.897027984970976,-2.35463786283551,0.0185407647227555,0.0680739243293868
"GRMZM5G827309",3.73866169397101,0.271031380190982,1.20838213124908,0.224292773934701,0.822529498552851,NA
"GRMZM5G827951",1.40949180587221,0.830294401456948,1.98161283059119,0.41899930634242,0.67521663929889,NA
"GRMZM5G830210",31.3049494099452,-0.419478853882475,0.449328001154815,-0.933569358696488,0.350526077297969,0.562528953305638
"GRMZM5G831399",18.6835255547796,-0.806552206199994,0.63462756354579,-1.2709063591465,0.203761963849052,0.398929912199114
"GRMZM5G831540",38.0668493516097,-0.208224954293193,0.407801118584188,-0.510604176408619,0.609628250847775,0.775188645178054
"GRMZM5G834128",3.29895438551523,1.22194376610101,1.33829151543606,0.913062477051468,0.36120968355052,NA
"GRMZM5G836994",85.524239461772,-0.576723174036617,0.319457436708328,-1.80532085895117,0.0710244873959472,0.189241478782043
"GRMZM5G838396",12.2214457543141,-1.0677744653225,0.711131816866112,-1.50151412157043,0.133222636970722,0.297334330980531
"GRMZM5G845024",11.4607246093511,-0.514455859685727,0.726518930803967,-0.708110742711728,0.478876488893811,0.676541104495873
"GRMZM5G845244",28.9192199650804,-0.652622130822771,0.464534782235221,-1.40489400531543,0.16005279944747,0.337951609849319
"GRMZM5G853305",15.001435004556,-1.10336420390418,0.642099844381358,-1.71836858949442,0.0857294058456768,0.216930366757336
